Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1976.0,76.0,0.0,0.0,0.0,9254.0,175430.0,0.0,0.0,1405146.4288,534354.0,11.38,-9.19,13.1,55.46
1977.0,28.0,0.0,0.0,0.0,10102.0,200268.0,0.0,0.0,1388741.23488,505893.4,13.22,-5.28,14.4,57.2
1978.0,30.0,0.0,0.0,0.0,11536.0,232635.0,0.0,0.0,1359415.1095200002,483517.0,16.48,5.36,14.95,55.24
1979.0,68.0,0.0,0.0,0.0,13141.0,292444.0,0.0,0.0,1377768.60409,461964.2,14.45,12.67,25.1,82.51
1980.0,94.0,0.0,0.0,0.0,15731.0,345071.0,0.0,0.0,1329290.0013700002,436879.2,12.19,-3.61,37.42,109.51
1981.0,88.0,0.0,0.0,0.0,18511.0,355601.0,220.99353,34.36538,1306554.68423,415094.4,15.22,-4.52,35.75,94.83
1982.0,79.0,0.0,0.0,0.0,19242.0,375419.0,737.18268,115.03952,1143883.9153,411939.2,15.01,1.09,31.83,79.5
1983.0,89.0,0.0,0.0,0.0,19882.0,381363.0,1384.93601,216.91683,1027892.10531,435980.2,14.32,8.48,29.08,70.34
1984.0,94.0,0.0,0.0,0.0,21397.0,397916.0,1653.57653,259.90488,1104683.53626,460148.8,17.62,10.89,28.75,66.67
1985.0,128.0,0.0,0.0,0.0,22534.0,420410.0,1772.95924,279.65973,1063631.68216,455474.0,17.46,21.54,26.92,60.27
1986.0,166.0,0.0,0.0,0.0,21807.0,404082.0,1873.90665,296.64172,839139.9709399998,439129.6,20.57,16.1,14.44,31.72
1987.0,164.0,0.0,0.0,0.0,22429.0,359625.0,2048.4477699999998,325.43225,987049.5817,419502.4,14.96,18.13,17.75,37.62
1988.0,100.0,0.0,0.0,0.0,23457.0,407854.0,2054.7652399999997,327.6122299999999,948646.03426,413157.2,15.93,7.94,14.87,30.33
1989.0,232.0,0.0,0.0,0.0,24927.0,444914.0,1936.4527699999999,309.8581,995154.9543,398541.2,11.01,-13.06,18.33,35.6
1990.0,205.0,0.0,0.0,0.0,26600.0,454213.0,1621.95634,260.43624,1125996.8989799998,390050.0,15.96,3.04,23.19,42.62
1991.0,237.0,0.0,0.0,0.0,30295.0,400541.0,1896.27023,305.58391,1193312.42652,408418.6,19.02,15.57,20.2,35.73
1992.0,255.0,0.0,0.0,0.0,32638.0,457758.0,1687.4724199999994,272.92948,1438881.82312,405837.6,15.53,15.55,19.25,33.04
1993.0,294.0,0.0,0.0,0.0,36876.0,535318.0,1835.4737300000002,297.90558,1596974.0095,396847.6,14.1,5.97,16.75,27.94
1994.0,213.0,0.0,0.0,0.0,41685.0,533893.0,1727.16367,281.35568,1701891.4125899996,381906.8,14.43,-4.42,15.66,25.44
1995.0,264.0,0.0,0.0,0.0,42146.0,507955.0,1624.8402199999994,265.62002,1794561.4799799996,374146.4,11.74,-8.16,16.75,26.48
1996.0,211.0,0.0,0.0,0.0,44532.0,452294.0,653.1349,107.14858,1764090.5397299996,373978.2,14.13,-9.21,20.46,31.4
1997.0,259.0,0.0,0.0,0.0,48683.0,505578.0,1130.88173,186.1828,1749236.2049900002,405037.2,18.64,10.43,18.64,27.98
1998.0,236.0,0.0,0.0,0.0,50566.0,534746.0,1305.8875699999999,215.76074,1633893.1025,419502.4,14.1,2.38,11.91,17.6
1999.0,243.0,0.0,0.0,0.0,53060.0,547678.0,1187.34354,196.46101,1646087.60054,373380.8,14.95,-3.84,16.56,23.89
2000.0,221.0,0.0,0.0,0.0,55255.0,513357.0,1398.01249,231.61931,1815971.1906299999,389748.4,13.36,-10.71,27.39,38.29
2001.0,237.0,0.0,0.0,0.0,56378.0,554846.0,1503.56953,249.43174,1822754.9402,394405.8,11.82,-1.82,23.0,31.3
2002.0,265.0,0.0,0.0,0.0,58372.0,543313.0,2010.1324100000002,333.90127,1773084.3514900003,388837.8,12.29,-11.52,22.81,30.52
2003.0,171.0,0.0,0.0,183.0,63642.0,490628.0,2316.82859,386.54525,1809566.15105,383554.0,9.07,-19.85,27.69,36.26
2004.0,139.0,0.0,0.0,513.0,70358.0,510868.0,2068.07672,346.5729,1837593.15321,372568.8,17.25,6.19,37.66,47.98
2005.0,165.0,0.0,0.0,795.0,74403.0,536979.0,2804.4805,471.99651,1837239.30978,351828.0,14.34,5.39,50.04,61.65
2006.0,198.0,0.0,0.0,1255.0,77984.0,485090.0,3976.74845,672.28405,1789426.4063900001,346944.4,15.97,-5.32,58.3,69.64
2007.0,268.0,0.0,0.0,1393.0,80896.0,455522.0,4232.47444,718.73048,1703582.76783,341219.8,14.75,-0.09,64.2,74.44
2008.0,312.0,0.0,0.0,1643.0,86318.0,475817.0,3093.98752,527.68346,1606049.81315,344537.4,13.74,-2.67,91.48,102.0
2009.0,271.0,0.0,0.0,1547.0,82838.0,466100.0,3811.8063700000002,654.17495,1557686.62672,354646.8,11.94,-13.85,53.48,59.93
2010.0,217.0,0.0,9.0,1832.0,86079.0,0.0,,,,,14.82,4.73,71.21,78.65
2011.0,195.0,0.0,128.0,2104.0,89261.0,0.0,,,,,9.8,-20.43,87.04,93.21
2012.0,223.0,0.0,334.0,2226.0,90146.0,0.0,,,,,8.41,-22.97,86.46,90.72
2013.0,92.0,0.0,388.0,2193.0,91234.0,0.0,,,,,13.67,-6.4,91.17,94.25
2014.0,98.0,0.0,515.0,2275.0,94731.0,0.0,,,,,13.2,-11.84,85.6,87.05
2015.0,,,,,,,,,,,19.33,10.46,41.85,42.53
2016.0,,,,,,,,,,,13.12,-8.82,,
